# The input matter Power Spectrum as InputPS returns it,
# together with its two asymptotic power laws.
# Input file: WideA_ZA_pk.dat, tabulated on [2.056154633223e-7, 20.22821679002]
# q 	 P(q) 	 left_powerlaw 	 right_powerlaw
2.7209299350423914e-7 	 1.5004775042962704 	 1.5004775042962704 	 2.003066423645112e19
2.7588009075202175e-7 	 1.5205208121526104 	 1.5205208121526104 	 1.931259426919712e19
2.7971989830806866e-7 	 1.540831857571609 	 1.540831857571609 	 1.862026605827159e19
2.8361314981517156e-7 	 1.561414216979022 	 1.561414216979022 	 1.795275679942273e19
2.8756058912725096e-7 	 1.5822715145743331 	 1.5822715145743331 	 1.7309176769579217e19
2.915629704514786e-7 	 1.603407422968911 	 1.603407422968911 	 1.6688668140938377e19
2.956210584923782e-7 	 1.6248256638326952 	 1.6248256638326952 	 1.6090403837567488e19
2.9973562859793155e-7 	 1.6465300085495158 	 1.6465300085495158 	 1.5513586432994353e19
3.039074669077186e-7 	 1.6685242788811716 	 1.6685242788811716 	 1.495744708731751e19
3.081373705031189e-7 	 1.6908123476403747 	 1.6908123476403747 	 1.4421244522419622e19
3.12426147559604e-7 	 1.7133981393726885 	 1.7133981393726885 	 1.3904264033917833e19
3.1677461750114944e-7 	 1.7362856310475694 	 1.7362856310475694 	 1.3405816538534361e19
3.2118361115679574e-7 	 1.7594788527586462 	 1.7594788527586462 	 1.2925237655617393e19
3.256539709193886e-7 	 1.7829818884333475 	 1.7829818884333475 	 1.2461886821588148e19
3.3018655090652843e-7 	 1.806798876552012 	 1.806798876552012 	 1.20151464361337e19
3.3478221712376044e-7 	 1.8309340108766061 	 1.8309340108766061 	 1.1584421039007519e19
3.3944184763003513e-7 	 1.855391541189168 	 1.855391541189168 	 1.1169136516340562e19
3.4416633270547286e-7 	 1.8801757740401266 	 1.8801757740401266 	 1.0768739335404884e19
3.4895657502146264e-7 	 1.9052910735066075 	 1.9052910735066075 	 1.0382695806809893e19
3.538134898131287e-7 	 1.9307418619608736 	 1.9307418619608736 	 1.001049137314778e19
3.5873800505419747e-7 	 1.9565326208490283 	 1.9565326208490283 	 9.651629923139959e18
3.637310616342987e-7 	 1.9826678914801206 	 1.9826678914801206 	 9.305633130370357e18
3.687936135387337e-7 	 2.0091522758257927 	 2.0091522758257927 	 8.972039815724157e18
3.739266280307463e-7 	 2.0359904373306064 	 2.0359904373306064 	 8.650405332682166e18
3.7913108583633037e-7 	 2.0631871017331966 	 2.0631871017331966 	 8.340300974651479e18
3.8440798133160977e-7 	 2.090747057898393 	 2.090747057898393 	 8.041313403542475e18
3.8975832273282603e-7 	 2.1186751586604555 	 2.1186751586604555 	 7.753044098830497e18
3.951831322889709e-7 	 2.146976321677577 	 2.146976321677577 	 7.475108826367838e18
4.0068344647709927e-7 	 2.175655530297795 	 2.175655530297795 	 7.207137126238084e18
4.062603162003611e-7 	 2.2047178344364764 	 2.2047178344364764 	 6.948771818970081e18
4.119148069887889e-7 	 2.2341683514655153 	 2.2341683514655153 	 6.699668529453474e18
4.176479992028833e-7 	 2.2640122671144325 	 2.2640122671144325 	 6.45949522792098e18
4.2346098824002483e-7 	 2.2942548363834647 	 2.2942548363834647 	 6.22793178738615e18
4.2935488474376597e-7 	 2.3249013844689013 	 2.3249013844689013 	 6.004669556945966e18
4.3533081481603303e-7 	 2.3559573077007503 	 2.3559573077007503 	 5.789410950380094e18
4.4138992023228135e-7 	 2.3874280744929437 	 2.3874280744929437 	 5.581869049498234e18
4.4753335865964617e-7 	 2.419319226306229 	 2.419319226306229 	 5.381767221706851e18
4.537623038781288e-7 	 2.4516363786239244 	 2.4516363786239244 	 5.188838751285625e18
4.6007794600486217e-7 	 2.4843852219407117 	 2.4843852219407117 	 5.002826483882051e18
4.664814917214973e-7 	 2.517571522764631 	 2.517571522764631 	 4.823482483750425e18
4.729741645047547e-7 	 2.551201124632466 	 2.551201124632466 	 4.650567703278294e18
4.79557204860185e-7 	 2.58527994913869 	 2.58527994913869 	 4.483851664359894e18
4.862318705591827e-7 	 2.619813996978156 	 2.619813996978156 	 4.3231121511919e18
4.929994368792988e-7 	 2.6548093490027167 	 2.6548093490027167 	 4.1681349140819773e18
4.99861196847899e-7 	 2.690272167291957 	 2.690272167291957 	 4.01871338387538e18
5.068184614892118e-7 	 2.7262086962382313 	 2.7262086962382313 	 3.874648396618926e18
5.138725600748166e-7 	 2.7626252636461928 	 2.7626252636461928 	 3.73574792809538e18
5.210248403776169e-7 	 2.7995282818470106 	 2.7995282818470106 	 3.601826837874364e18
5.282766689293496e-7 	 2.836924248827474 	 2.836924248827474 	 3.4727066225386957e18
5.356294312816772e-7 	 2.8748197493741703 	 2.8748197493741703 	 3.3482151777571855e18
